Product	Voltage	pressure	pH	TOF_Coverage
CH3CH2OH_g	-1.5838383838383838	0.0	6.8	12.505286796835774
CH3CH2OH_g	-1.5752525252525251	0.0	6.8	14.150367347676012
CH3CH2OH_g	-1.5666666666666669	0.0	6.8	15.72550526937199
CH3CH2OH_g	-1.5580808080808082	0.0	6.8	17.19720148422723
CH3CH2OH_g	-1.5494949494949497	0.0	6.8	18.54525941583121
CH3CH2OH_g	-1.540909090909091	0.0	6.8	19.76070780351508
CH3CH2OH_g	-1.5323232323232323	0.0	6.8	20.842979527879656
CH3CH2OH_g	-1.5237373737373738	0.0	6.8	21.797205015984098
CH3CH2OH_g	-1.5151515151515151	0.0	6.8	22.631994921234945
CH3CH2OH_g	-1.5065656565656569	0.0	6.8	23.35778861448118
CH3CH2OH_g	-1.4979797979797982	0.0	6.8	23.765232174521664
CH3CH2OH_g	-1.4893939393939395	0.0	6.8	23.161292066649583
CH3CH2OH_g	-1.4808080808080808	0.0	6.8	22.42113808043605
CH3CH2OH_g	-1.4722222222222223	0.0	6.8	21.57040972571944
CH3CH2OH_g	-1.4636363636363638	0.0	6.8	20.63469967284964
CH3CH2OH_g	-1.4550505050505051	0.0	6.8	19.638588569182183
CH3CH2OH_g	-1.4464646464646465	0.0	6.8	18.60479291755465
CH3CH2OH_g	-1.437878787878788	0.0	6.8	17.553519330055373
CH3CH2OH_g	-1.4292929292929295	0.0	6.8	16.502072210078378
CH3CH2OH_g	-1.4207070707070708	0.0	6.8	15.464713469078166
CH3CH2OH_g	-1.412121212121212	0.0	6.8	14.452736035738845
CH3CH2OH_g	-1.4035353535353536	0.0	6.8	13.474693460974574
CH3CH2OH_g	-1.394949494949495	0.0	6.8	12.5367246087422
CH3CH2OH_g	-1.3863636363636365	0.0	6.8	11.642920150173907
CH3CH2OH_g	-1.3777777777777778	0.0	6.8	10.795690576409212
CH3CH2OH_g	-1.3691919191919193	0.0	6.8	9.996109200252883
CH3CH2OH_g	-1.3606060606060606	0.0	6.8	9.244215468008038
CH3CH2OH_g	-1.352020202020202	0.0	6.8	8.53927279537808
CH3CH2OH_g	-1.3434343434343434	0.0	6.8	7.87998106730386
CH3CH2OH_g	-1.334848484848485	0.0	6.8	7.264647411333152
CH3CH2OH_g	-1.3262626262626265	0.0	6.8	6.691320528765264
CH3CH2OH_g	-1.3176767676767678	0.0	6.8	6.157894358544522
CH3CH2OH_g	-1.309090909090909	0.0	6.8	5.662186636577218
CH3CH2OH_g	-1.3005050505050506	0.0	6.8	5.201997337803139
CH3CH2OH_g	-1.291919191919192	0.0	6.8	4.7751512701402685
CH3CH2OH_g	-1.2833333333333334	0.0	6.8	4.379528358959488
CH3CH2OH_g	-1.2747474747474747	0.0	6.8	4.013084487402536
CH3CH2OH_g	-1.2661616161616165	0.0	6.8	3.673865172107626
CH3CH2OH_g	-1.2575757575757576	0.0	6.8	3.360013863293032
CH3CH2OH_g	-1.248989898989899	0.0	6.8	3.0697762578818986
CH3CH2OH_g	-1.2404040404040404	0.0	6.8	2.801501693904081
CH3CH2OH_g	-1.231818181818182	0.0	6.8	2.5536424413893024
CH3CH2OH_g	-1.2232323232323232	0.0	6.8	2.3247515071873504
CH3CH2OH_g	-1.2146464646464648	0.0	6.8	2.1134794176565346
CH3CH2OH_g	-1.206060606060606	0.0	6.8	1.9185703245703092
CH3CH2OH_g	-1.1974747474747476	0.0	6.8	1.7388576881451046
CH3CH2OH_g	-1.1888888888888889	0.0	6.8	1.573259720506135
CH3CH2OH_g	-1.1803030303030304	0.0	6.8	1.420774718182727
CH3CH2OH_g	-1.1717171717171715	0.0	6.8	1.280476369442492
CH3CH2OH_g	-1.1631313131313132	0.0	6.8	1.1515090884277326
CH3CH2OH_g	-1.1545454545454543	0.0	6.8	1.0330834009272014
CH3CH2OH_g	-1.145959595959596	0.0	6.8	0.9244713846999686
CH3CH2OH_g	-1.1373737373737374	0.0	6.8	0.8250021497698571
CH3CH2OH_g	-1.128787878787879	0.0	6.8	0.7340573309868593
CH3CH2OH_g	-1.1202020202020202	0.0	6.8	0.651066557181435
CH3CH2OH_g	-1.1116161616161615	0.0	6.8	0.5755028600557338
CH3CH2OH_g	-1.103030303030303	0.0	6.8	0.5068779939442172
CH3CH2OH_g	-1.0944444444444446	0.0	6.8	0.4447376574147194
CH3CH2OH_g	-1.085858585858586	0.0	6.8	0.3886566413516551
CH3CH2OH_g	-1.0772727272727274	0.0	6.8	0.3382339754077402
CH3CH2OH_g	-1.068686868686869	0.0	6.8	0.2930882015841077
CH3CH2OH_g	-1.0601010101010102	0.0	6.8	0.2528529625451355
CH3CH2OH_g	-1.0515151515151515	0.0	6.8	0.2171731433140989
CH3CH2OH_g	-1.042929292929293	0.0	6.8	0.1857018361364829
CH3CH2OH_g	-1.0343434343434343	0.0	6.8	0.1580983910614309
CH3CH2OH_g	-1.025757575757576	0.0	6.8	0.1340277462404404
CH3CH2OH_g	-1.0171717171717172	0.0	6.8	0.1131610931887333
CH3CH2OH_g	-1.0085858585858587	0.0	6.8	0.0951777463472143
CH3CH2OH_g	-1.0	0.0	6.8	0.0797678971343812
CH3CH2OH_g	-1.85	-3.0	6.8	3.7793883535140375e-08
CH3CH2OH_g	-1.8414141414141416	-3.0	6.8	5.264877810178899e-08
CH3CH2OH_g	-1.8328282828282831	-3.0	6.8	7.330494803821064e-08
CH3CH2OH_g	-1.8242424242424244	-3.0	6.8	1.0200405908147785e-07
CH3CH2OH_g	-1.8156565656565655	-3.0	6.8	1.4183882893835465e-07
CH3CH2OH_g	-1.8070707070707075	-3.0	6.8	1.9706662191108325e-07
CH3CH2OH_g	-1.7984848484848486	-3.0	6.8	2.7353269779916773e-07
CH3CH2OH_g	-1.78989898989899	-3.0	6.8	3.7923784613509844e-07
CH3CH2OH_g	-1.7813131313131314	-3.0	6.8	5.25093947688033e-07
CH3CH2OH_g	-1.772727272727273	-3.0	6.8	7.259207084382103e-07
CH3CH2OH_g	-1.7641414141414142	-3.0	6.8	1.001746573696988e-06
CH3CH2OH_g	-1.7555555555555555	-3.0	6.8	1.3794850929111269e-06
CH3CH2OH_g	-1.746969696969697	-3.0	6.8	1.8950621865601775e-06
CH3CH2OH_g	-1.7383838383838386	-3.0	6.8	2.5960659657426333e-06
CH3CH2OH_g	-1.72979797979798	-3.0	6.8	3.54497357469353e-06
CH3CH2OH_g	-1.7212121212121212	-3.0	6.8	4.822972195280722e-06
CH3CH2OH_g	-1.7126262626262627	-3.0	6.8	6.534326434220992e-06
CH3CH2OH_g	-1.7040404040404042	-3.0	6.8	8.811145325001755e-06
CH3CH2OH_g	-1.6954545454545455	-3.0	6.8	1.1818266364616664e-05
CH3CH2OH_g	-1.6868686868686869	-3.0	6.8	1.5757806230229345e-05
CH3CH2OH_g	-1.6782828282828284	-3.0	6.8	2.0872744866664103e-05
CH3CH2OH_g	-1.66969696969697	-3.0	6.8	2.744874339140284e-05
